,issn,issn_alt,context_name,journal_url,gcld3_code,language,discipline
13084,2089-8827,2774-2997,IQTISADIYA: Jurnal Ilmu Ekonomi Islam,https://journal.uinsgd.ac.id/index.php/iqtisadiya,id,Indonesian,Law and Legal Studies
13085,2541-383X,2541-7088,Jurnal Isema : Islamic Educational Management,https://journal.uinsgd.ac.id/index.php/isema,id,Indonesian,Education
13086,2407-7933,,Jurnal Agro,https://journal.uinsgd.ac.id/index.php/ja,id,Indonesian,Agricultural and Veterinary Sciences
13087,2527-4325,2580-7412,JAPRA (Jurnal Pendidikan Raudhatul Athfal),https://journal.uinsgd.ac.id/index.php/japra,en,English,Education
13088,2541-352X,2714-9420,Jaqfi: Jurnal Aqidah dan Filsafat Islam,https://journal.uinsgd.ac.id/index.php/jaqfi,id,Indonesian,"Language, Communication and Culture"
13089,0216-5937,2654-4598,Al-Tsaqafa : Jurnal Ilmiah Peradaban Islam,https://journal.uinsgd.ac.id/index.php/jat,en,English,"Language, Communication and Culture"
13090,2723-2417,,CALL,https://journal.uinsgd.ac.id/index.php/jcall,en,English,"Language, Communication and Culture"
13091,2303-3169,2579-3098,JISPO Jurnal Ilmu Sosial dan Ilmu Politik,https://journal.uinsgd.ac.id/index.php/jispo,en,English,Studies in Human Society
13092,2355-4339,2460-8149,Jurnal Pendidikan Islam,https://journal.uinsgd.ac.id/index.php/jpi,en,English,Education
13093,2615-8183,2615-8191,Jurnal Psikologi Islam dan Budaya,https://journal.uinsgd.ac.id/index.php/jpib,en,English,Studies in Human Society
13094,2528-5505,2580-3107,Journal of Teaching and Learning Physics,https://journal.uinsgd.ac.id/index.php/jtlp,en,English,Education
13095,2502-3489,2527-3213,Wawasan: Jurnal Ilmiah Agama dan Sosial Budaya,https://journal.uinsgd.ac.id/index.php/jw,en,English,Philosophy and Religious Studies
13096,2715-9698,,Khazanah Hukum,https://journal.uinsgd.ac.id/index.php/kh,id,Indonesian,Studies in Human Society
13097,2746-2803,,Khazanah Multidisiplin,https://journal.uinsgd.ac.id/index.php/kl,id,Indonesian,Studies in Human Society
13098,2715-968X,,Khazanah Pendidikan Islam,https://journal.uinsgd.ac.id/index.php/kp,id,Indonesian,Psychology and Cognitive Sciences
13099,2715-8071,,Khazanah Sosial,https://journal.uinsgd.ac.id/index.php/ks,en,English,Studies in Human Society
13100,2338-0896,2686-0341,KUBIK: Jurnal Publikasi Ilmiah Matematika,https://journal.uinsgd.ac.id/index.php/kubik,id,Indonesian,Engineering and Technology
13101,2714-8130,,Ministrate: Jurnal Birokrasi dan Pemerintahan Daerah,https://journal.uinsgd.ac.id/index.php/ministrate,en,English,Studies in Human Society
13102,2086-3225,2716-0610,Al-Muamalat: Jurnal Ekonomi Syariah,https://journal.uinsgd.ac.id/index.php/mua,en,English,"Commerce, Management, Tourism and Services"
13103,2685-6670,,Politicon : Jurnal Ilmu Politik,https://journal.uinsgd.ac.id/index.php/politicon,id,Indonesian,Studies in Human Society
13104,2356-3591,2502-2903,Psympathic : Jurnal Ilmiah Psikologi,https://journal.uinsgd.ac.id/index.php/psy,en,English,Psychology and Cognitive Sciences
13105,2085-6555,2715-9256,Publica: Jurnal Pemikiran Administrasi Negara,https://journal.uinsgd.ac.id/index.php/publica,en,English,Studies in Human Society
13106,2527-6816,2527-9637,JTK (Jurnal Tadris Kimiya),https://journal.uinsgd.ac.id/index.php/tadris-kimiya,id,Indonesian,Engineering and Technology
13107,2615-5028,,TEMALI : Jurnal Pembangunan Sosial,https://journal.uinsgd.ac.id/index.php/temali,en,English,Education
13108,2085-1154,,VARIA HUKUM,https://journal.uinsgd.ac.id/index.php/varia,id,Indonesian,Studies in Human Society
13109,2338-5340,2621-1270,AKSIOMATIK: Jurnal Penelitian Pendidikan dan Pembelajaran Matematika,https://journal.uir.ac.id/index.php/AKS,id,Indonesian,Education
13110,2528-4053,2528-4061,IT Journal Research and Development,https://journal.uir.ac.id/index.php/ITJRD,id,Indonesian,Information and Computing Sciences
13111,2301-8097,2540-9352,Journal of Earth Energy Engineering,https://journal.uir.ac.id/index.php/JEEE,en,English,Engineering and Technology
13112,2503-216X,2541-5794,"Journal of Geoscience, Engineering, Environment, and Technology",https://journal.uir.ac.id/index.php/JGEET,en,English,Earth and Environmental Sciences
13113,2502-0757,2622-934X,PUBLIKA : Jurnal Ilmu Administrasi Publik,https://journal.uir.ac.id/index.php/JIAP,en,English,"Commerce, Management, Tourism and Services"
13114,2527-760X,2528-584X,Journal Sport Area,https://journal.uir.ac.id/index.php/JSP,en,English,Education
13115,2303-0194,2615-1308,Medium: Jurnal Ilmiah Fakultas Ilmu Komunikasi,https://journal.uir.ac.id/index.php/Medium,id,Indonesian,"Language, Communication and Culture"
13116,1411-3570,2579-9525,Perspektif Pendidikan dan Keguruan,https://journal.uir.ac.id/index.php/Perspektif,en,English,Education
13117,2614-8315,2714-6219,Journal of Renewable Energy and Mechanics,https://journal.uir.ac.id/index.php/REM,id,Indonesian,Engineering and Technology
13118,2745-942X,,Edu Sportivo: Indonesian Journal of Physical Education,https://journal.uir.ac.id/index.php/SPORTIVO,en,English,Education
13119,2614-8587,,(الطموحات ) EL-THUMUHAT,https://journal.uir.ac.id/index.php/THUMUHAT,ar,Arabic,"Language, Communication and Culture"
13120,1412-5382,2598-2168,Al-Hikmah: Jurnal Agama dan Ilmu Pengetahuan,https://journal.uir.ac.id/index.php/alhikmah,en,English,Education
13121,2527-9610,2549-8770,Jurnal Pendidikan Agama Islam Al-Thariqah,https://journal.uir.ac.id/index.php/althariqah,id,Indonesian,Education
13122,2528-3588,2714-9692,Buletin Pembangunan Berkelanjutan,https://journal.uir.ac.id/index.php/buletinpembangunan,id,Indonesian,Earth and Environmental Sciences
13123,0215-2525,2549-7960,DINAMIKA PERTANIAN,https://journal.uir.ac.id/index.php/dinamikapertanian,en,English,Agricultural and Veterinary Sciences
13124,2686-6129,,Community Education Engagement Journal,https://journal.uir.ac.id/index.php/ecej,en,English,Education
13125,2615-4560,2620-5270,Generasi Emas: Jurnal Pendidikan Islam Anak Usia Dini,https://journal.uir.ac.id/index.php/generasiemas,en,English,Education
13126,2338-0446,2580-376X,GERAM,https://journal.uir.ac.id/index.php/geram,en,English,Education
13127,2722-1423,,International Journal of Media and Communication Research,https://journal.uir.ac.id/index.php/ijmcr,en,English,Education
13128,2685-8959,2685-8967,Journal of Research and Education Chemistry,https://journal.uir.ac.id/index.php/jrec,en,English,Medical and Health Sciences
13129,2356-2404,2541-1446,J-SHMIC : Journal of English for Academic,https://journal.uir.ac.id/index.php/jshmic,en,English,"Language, Communication and Culture"
13130,1410-3834,2597-7393,Jurnal Ekonomi KIAT,https://journal.uir.ac.id/index.php/kiat,id,Indonesian,Medical and Health Sciences
13131,1410-7783,2580-7110,JURNAL SAINTIS,https://journal.uir.ac.id/index.php/saintis,id,Indonesian,Engineering and Technology
13132,2528-455X,2528-4568,SISI LAIN REALITA,https://journal.uir.ac.id/index.php/sisilainrealita,en,English,"Commerce, Management, Tourism and Services"
13133,2621-6051,2654-3923,Syarikat: Jurnal Rumpun Ekonomi Syariah,https://journal.uir.ac.id/index.php/syarikat,id,Indonesian,Economics
13134,2621-6833,2621-7465,Jurnal Tabarru': Islamic Banking and Finance,https://journal.uir.ac.id/index.php/tabarru,id,Indonesian,Studies in Human Society
13135,2548-7671,2548-768X,UIR Law Review,https://journal.uir.ac.id/index.php/uirlawreview,en,English,Law and Legal Studies
13136,2502-1419,2622-6081,VALUTA,https://journal.uir.ac.id/index.php/valuta,en,English,"Commerce, Management, Tourism and Services"
13137,2460-965X,2622-9625,"WEDANA: Jurnal Kajian Pemerintahan, Politik dan Birokrasi",https://journal.uir.ac.id/index.php/wedana,en,English,Studies in Human Society
13138,2615-6563,2615-6571,Jurnal Kesehatan Saelmakers PERDANA (JKSP),https://journal.ukmc.ac.id/index.php/joh,en,English,Medical and Health Sciences
13139,2654-5152,,TEFLA Journal (Teaching English as Foreign Language and Applied Linguistic Journal),https://journal.umbjm.ac.id/index.php/TEFLA,en,English,"Language, Communication and Culture"
13140,2656-7172,,THETA: Jurnal Pendidikan Matematika,https://journal.umbjm.ac.id/index.php/THETA,id,Indonesian,Studies in Human Society
13141,2580-0078,,CNJ: Caring Nursing Journal,https://journal.umbjm.ac.id/index.php/caring-nursing,id,Indonesian,Medical and Health Sciences
13142,2655-8491,,Idealektik,https://journal.umbjm.ac.id/index.php/idealektik,id,Indonesian,Education
13143,2598-2095,,JCPS (Journal of Current Pharmaceutical Sciences),https://journal.umbjm.ac.id/index.php/jcps,id,Indonesian,Medical and Health Sciences
13144,2598-0068,,Journal of Midwifery and Reproduction,https://journal.umbjm.ac.id/index.php/midwiferyandreproduction,id,Indonesian,Medical and Health Sciences
13145,2252-9926,2657-2206,`A Jamiy : Jurnal Bahasa dan Sastra Arab,https://journal.umgo.ac.id/index.php/AJamiy,ar,Arabic,Information and Computing Sciences
13146,2252-9934,2685-337X,British (Jurnal Bahasa dan Sastra Inggris),https://journal.umgo.ac.id/index.php/British,en,English,Education
13147,2614-1671,,Jurnal Sains Informasi Geografi,https://journal.umgo.ac.id/index.php/GEOUMGo,id,Indonesian,Engineering and Technology
13148,2622-349X,,JPPE : Jurnal Perencanaan & Pengembangan Ekonomi,https://journal.umgo.ac.id/index.php/JPPE,en,English,"Commerce, Management, Tourism and Services"
13149,2622-3538,,JSAP : Journal Syariah and Accounting Public,https://journal.umgo.ac.id/index.php/JSAP,id,Indonesian,"Commerce, Management, Tourism and Services"
13150,2301-573X,2581-2084,Publik (Jurnal Ilmu Administrasi),https://journal.umgo.ac.id/index.php/Publik,id,Indonesian,"Commerce, Management, Tourism and Services"
13151,2720-9873,,Tulisan Ilmiah Pariwisata (TULIP),https://journal.umgo.ac.id/index.php/Tulip,en,English,"Commerce, Management, Tourism and Services"
13152,2301-6248,2597-7865,Akademika,https://journal.umgo.ac.id/index.php/akademika,id,Indonesian,Biological Sciences
13153,2773-4854,,Data Analytics and Applied Mathematics (DAAM),https://journal.ump.edu.my/daam,en,English,Engineering and Technology
13154,2180-1606,2229-8649,International Journal of Automotive and Mechanical Engineering,https://journal.ump.edu.my/ijame,en,English,Engineering and Technology
13155,2289-7216,2600-8815,International Journal of Humanities Technology and Civilization,https://journal.ump.edu.my/ijhtc,ms,Malay,Education
13156,0127-564X,2289-9286,International Journal of Industrial Management,https://journal.ump.edu.my/ijim,en,English,"Commerce, Management, Tourism and Services"
13157,2289-7208,2289-9294,International Journal of Language Education and Applied Linguistics,https://journal.ump.edu.my/ijleal,en,English,"Language, Communication and Culture"
13158,2180-0650,2289-8522,International Journal of Software Engineering and Computer Systems,https://journal.ump.edu.my/ijsecs,en,English,Information and Computing Sciences
13159,0126-8139,,Journal of Chemical Engineering and Industrial Biotechnology,https://journal.ump.edu.my/jceib,en,English,Engineering and Technology
13160,2600-786X,,Journal of Governance and Integrity,https://journal.ump.edu.my/jgi,en,English,"Commerce, Management, Tourism and Services"
13161,2231-8380,2289-4659,Journal of Mechanical Engineering and Sciences,https://journal.ump.edu.my/jmes,en,English,Engineering and Technology
13162,2637-0883,,MEKATRONIKA,https://journal.ump.edu.my/mekatronika,en,English,Engineering and Technology
13163,2620-7230,,Voice of Midwifery,https://journal.umpalopo.ac.id/index.php/VoM,en,English,Medical and Health Sciences
13164,2774-6666,,Jurnal Panrita,https://journal.umpalopo.ac.id/index.php/panrita,en,English,Education
13165,2614-8544,,ABDIMAS: Jurnal Pengabdian Masyarakat,https://journal.umtas.ac.id/index.php/ABDIMAS,id,Indonesian,Medical and Health Sciences
13166,2579-7190,,EARLY CHILDHOOD : JURNAL PENDIDIKAN,https://journal.umtas.ac.id/index.php/EARLYCHILDHOOD,id,Indonesian,Education
13167,2622-075X,,Jurnal BIMTAS: Jurnal Kebidanan Umtas,https://journal.umtas.ac.id/index.php/bimtas,id,Indonesian,Medical and Health Sciences
13168,2655-6812,,Healthcare Nursing Journal,https://journal.umtas.ac.id/index.php/healtcare,en,English,Engineering and Technology
13169,2580-7153,,"Journal of Innovative Counseling : Theory, Practice, and Research",https://journal.umtas.ac.id/index.php/innovative_counseling,en,English,Psychology and Cognitive Sciences
13170,2620-8598,,Magelaran: Jurnal Pendidikan Seni,https://journal.umtas.ac.id/index.php/magelaran,en,English,"Commerce, Management, Tourism and Services"
13171,2548-8589,,NATURALISTIC : Jurnal Kajian Penelitian Pendidikan dan Pembelajaran,https://journal.umtas.ac.id/index.php/naturalistic,id,Indonesian,Education
13172,2615-6350,,Produktif : Jurnal Ilmiah Pendidikan Teknologi Informasi,https://journal.umtas.ac.id/index.php/produktif,id,Indonesian,Biological Sciences
13173,2355-8695,2549-7669,Journal of Governance and Public Policy,https://journal.umy.ac.id/index.php/GPP,en,English,Studies in Human Society
13174,2252-8172,2621-5896,Berdikari: Jurnal Inovasi dan Penerapan Ipteks,https://journal.umy.ac.id/index.php/berdikari,en,English,Medical and Health Sciences
13175,2085-7721,2622-0733,JBTI : Jurnal Bisnis : Teori dan Implementasi,https://journal.umy.ac.id/index.php/bti,en,English,"Commerce, Management, Tourism and Services"
13176,2722-6042,2722-6050,Emerging Information Science and Technology,https://journal.umy.ac.id/index.php/eist,en,English,Information and Computing Sciences
13177,2655-2353,2655-6545,Indonesian Comparative Law Review,https://journal.umy.ac.id/index.php/iclr,en,English,Medical and Health Sciences
13178,2745-7184,2745-7192,Indonesian Journal of Criminal Law and Criminology (IJCLC),https://journal.umy.ac.id/index.php/ijclc,id,Indonesian,Psychology and Cognitive Sciences
13179,2622-3562,2622-4372,International Journal of Islamic Economics and Finance (IJIEF),https://journal.umy.ac.id/index.php/ijief,en,English,"Commerce, Management, Tourism and Services"
13180,2723-1402,2745-5289,International Journal of Islamic Educational Psychology,https://journal.umy.ac.id/index.php/ijiep,en,English,Education
13181,2722-4856,,Jurnal Audiens,https://journal.umy.ac.id/index.php/ja,id,Indonesian,Information and Computing Sciences
13182,2723-763X,2723-7648,Journal of Fundamental and Applied Pharmaceutical Science,https://journal.umy.ac.id/index.php/jfap,en,English,Medical and Health Sciences
13183,2655-1330,,Journal of Islamic World and Politics,https://journal.umy.ac.id/index.php/jiwp,en,English,Studies in Human Society
13184,0854-8919,2503-1023,Jurnal Media Hukum,https://journal.umy.ac.id/index.php/jmh,en,English,Law and Legal Studies
13185,2721-656X,2746-0967,Jurnal Penegakan Hukum dan Keadilan,https://journal.umy.ac.id/index.php/jphk,id,Indonesian,Law and Legal Studies
13186,1907-8374,2337-8220,Jurnal Studi Pemerintahan,https://journal.umy.ac.id/index.php/jsp,en,English,Studies in Human Society
13187,2716-2192,2721-1967,Media of Law and Sharia,https://journal.umy.ac.id/index.php/mlsj,id,Indonesian,Law and Legal Studies
13188,1411-8033,2614-0101,Mutiara Medika: Jurnal Kedokteran dan Kesehatan,https://journal.umy.ac.id/index.php/mm,id,Indonesian,Medical and Health Sciences
13189,2716-0505,,Medika Teknika : Jurnal Teknik Elektromedik Indonesia,https://journal.umy.ac.id/index.php/mt,id,Indonesian,Engineering and Technology
13190,2721-1932,,Quantum Teknika : Jurnal Teknik Mesin Terapan,https://journal.umy.ac.id/index.php/qt,en,English,Engineering and Technology
13191,1411-061X,2502-5481,Semesta Teknika,https://journal.umy.ac.id/index.php/st,en,English,Engineering and Technology
13192,2315-7453,,Journal of Agricultural Science and Environment,https://journal.unaab.edu.ng/index.php/JAgSE,en,English,Biological Sciences
13193,2315-747X,,"Journal of Humanities, Social Science and Creative Arts",https://journal.unaab.edu.ng/index.php/JHSSCA,en,English,"Commerce, Management, Tourism and Services"
13194,2315-7461,,Journal of Natural Sciences Engineering and Technology,https://journal.unaab.edu.ng/index.php/JNSET,en,English,Medical and Health Sciences
13195,2580-9067,,BaJET (Baturaja Journal of Education Technology),https://journal.unbara.ac.id/index.php/BaJET,id,Indonesian,Education
13196,2722-7367,,INTECH,https://journal.unbara.ac.id/index.php/INTECH,id,Indonesian,Biological Sciences
13197,2723-0929,,Jurnal Komunikasi dan Budaya,https://journal.unbara.ac.id/index.php/JKB,en,English,Studies in Human Society
13198,2775-9016,,Jurnal MASSA,https://journal.unbara.ac.id/index.php/JM,en,English,"Language, Communication and Culture"
13199,2775-8265,,Jurnal Manajemen Bisnis Unbara,https://journal.unbara.ac.id/index.php/JMBU,en,English,"Commerce, Management, Tourism and Services"
13200,2723-5599,,UNBARA Environmental Engineering Journal (UEEJ),https://journal.unbara.ac.id/index.php/UEEJ,id,Indonesian,Earth and Environmental Sciences
13201,2774-9266,,JURNAL PENGABDIAN KEPADA MASYARAKAT (ABDIMAS) UNIVERSITAS BATURAJA,https://journal.unbara.ac.id/index.php/abdimu,en,English,Engineering and Technology
13202,2745-6374,,Concert Design Journal,https://journal.unbara.ac.id/index.php/cdj,id,Indonesian,Engineering and Technology
13203,2775-8273,,JETAP,https://journal.unbara.ac.id/index.php/etap,en,English,"Commerce, Management, Tourism and Services"
13204,2085-0352,,Ekonomika,https://journal.unbara.ac.id/index.php/fe,en,English,"Commerce, Management, Tourism and Services"
13205,2443-1001,2746-1874,JASEP,https://journal.unbara.ac.id/index.php/jsp,en,English,Agricultural and Veterinary Sciences
